StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1.1,Q3.1,Q5.1_4,Q6.1_4,Q7.1_4,Q8.1_4,Q9.1_4,Q10.1_4,Q11.1_4,Q12.1_4,Q13.1_4,Q14.1_4,Q15.1_4,Q16.1_4,Q17.1_4,Q18.1_4,Q19.1_4,Q20.1_4,Q21.1_4,Q22.1_4,Q23.1_4,Q24.1_4,Q25.1_4,Q26.1_4,Q27.1_4,Q28.1_4,Q29.1_4,Q30.1_4,Q31.1_4,Q32.1_4,Q33.1_4,Q34.1_4,Q35.1_4,Q36.1_4,Q37.1_4,Q38.1_4,Q39.1_4,Q40.1_4,Q41.1_4,Q42.1_4,Q43.1_4,Q44.1_4,Q45.1_4,Q46.1_4,Q47.1_4,Q48.1_4,Q49.1_4,Q50.1_4,Q51.1_4,Q52.1_4,Q53.1_4,Q54.1_4,Q55.1_4,Q56.1_4,Q57.1_4,Q58.1_4,Q59.1_4,Q60.1_4,Q61.1_4,Q62.1_4,Q63.1_4,Q64.1_4,Q65.2_1,Q65.3_1,Q66.2,Q66.3,Q66.3_3_TEXT,Q66.4,Q66.4_5_TEXT,Q66.4_9_TEXT,Q66.4_14_TEXT,Q66.4_17_TEXT,Q66.4_19_TEXT,Q66.5,Q66.6,Q66.7,Q66.7_13_TEXT,Q66.8,Q66.9_1,Q66.10,Q66.11,Q66.12,Q66.13,Q9.1_1,Q9.1_2,Q9.1_3,Q9.1_4,Q9.1_5,Q9.1_6,Q9.1_7,Q9.1_8,Q66.15_1,Q66.15_2,Q66.15_3,Q66.15_4,Q66.15_5,Q66.15_6,Q66.15_7,Q66.16,Q66.17_1,Q66.18_1,Q66.19,Q66.20_1,Q66.21,Q66.22,Q66.22_9_TEXT,Q66.23,Q66.23_9_TEXT,Q66.24_1,Q66.24_2,Q66.24_3,Q66.24_4,Q66.24_5,Q66.24_6,PROLIFIC_PID
22/01/2024 00:07,22/01/2024 00:22,100,880,TRUE,22/01/2024 00:22,R_6aQwbFNAjygBRaj,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,6065e17f8ce9aaa22038c708,80,,,73,,91,65,45,,,,55,91,,100,,,100,70,,,68,,74,41,,,,38,29,71,54,,,,65,83,100,,,,91,100,,,,100,100,12,,5,,,4,38,,,56,,44,60,48,24,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,B3,22000,In full-time paid work (30 or more hours a week),,No,14,"3.	Just about getting by",2. Mostly dissatisfied,4,Fair,Not at all,Not at all,Several days,More than half the days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Not at all,Several days,Not at all,Always true,20,52,Cheaper transport,50,I never vote at General Elections,I chose not to vote at the last General Election,,I will choose not to vote at the next General Election,,1. Strongly disagree,4. Agree,1. Strongly disagree,4. Agree,3. Neither agree nor disagree,5. Strongly agree,6065e17f8ce9aaa22038c708
22/01/2024 00:48,22/01/2024 01:01,100,742,TRUE,22/01/2024 01:01,R_7EyBSBO9FRx76x8,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,57b99e67cc28830001d3459c,100,,68,,,100,100,,,81,,100,100,,,,34,100,100,,,,72,100,78,,72,,,83,66,,31,,,48,100,,,100,,100,86,100,,,,100,100,,,13,,60,2,,,,21,4,78,10,31,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,LS16,40000,In full-time paid work (30 or more hours a week),,No,10,"1.	Living comfortably",5. Somewhat satisfied,7,Good,Not at all,Not at all,Nearly every day,Not at all,Not at all,Not at all,More than half the days,Not at all,Nearly every day,More than half the days,Not at all,More than half the days,Not at all,Several days,Not at all,Always true,81,80,"No, the changes to personal income tax are something I'll never support. Working people are under enough pressure as it is, we need to take from the hyper-rich.",0,I sometimes vote at General Elections,Other (please name below),Spoiled ballot (Communist),Other (please name below),Spoiled ballot (Communist),4. Agree,4. Agree,2. Disagree,4. Agree,2. Disagree,4. Agree,57b99e67cc28830001d3459c
22/01/2024 01:04,22/01/2024 01:21,100,1025,TRUE,22/01/2024 01:21,R_72aqNjityaMs129,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5d34f1e885a2ab0017b5fb67,100,,,,100,100,70,77,,,,71,100,,100,,,100,100,,,,100,100,70,,,80,,80,100,100,,,,100,85,,,,91,91,100,,95,,,100,100,92,,,,100,100,,,100,,100,90,9,23,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,S1,16000,"Other, please type in below","Full time education and part time work, would not allow me to select both",No,81,"4.	Finding it quite difficult",1. Completely dissatisfied,4,Fair,Not at all,Not at all,More than half the days,Nearly every day,Nearly every day,Not at all,Several days,Not at all,Several days,Several days,Several days,More than half the days,Several days,More than half the days,Several days,Always true,19,46,"If I lost my job, was made homeless, came into more financial difficulty",10,I always vote at General Elections,Labour Party,,Green Party,,4. Agree,4. Agree,2. Disagree,4. Agree,3. Neither agree nor disagree,2. Disagree,5d34f1e885a2ab0017b5fb67
22/01/2024 01:08,22/01/2024 01:23,100,899,TRUE,22/01/2024 01:23,R_23rMTmUZ4bSEgVP,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,611dc040b95c3258f902a3d6,80,,85,,,87,56,,,,63,65,93,,,90,,94,100,83,,,,100,53,,,,22,41,83,,,,82,82,77,52,,,,77,21,,,,25,22,83,,,,84,91,54,34,,,,46,72,55,35,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,NG15,48000,In full-time paid work (30 or more hours a week),,No,4,"2.	Doing alright",4. Neither satisfied nor dissatisfied,5,Good,Not at all,Not at all,Several days,Several days,Several days,Several days,Not at all,Not at all,Several days,Several days,Several days,Not at all,Not at all,Not at all,Several days,Always true,94,82,Getting my own house or having a kid,60,I always vote at General Elections,Labour Party,,Labour Party,,4. Agree,5. Strongly agree,1. Strongly disagree,4. Agree,4. Agree,2. Disagree,611dc040b95c3258f902a3d6
22/01/2024 02:49,22/01/2024 03:12,100,1426,TRUE,22/01/2024 03:12,R_2waggQu6tm0IF9A,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5a509db1acc75b000179b747,85,,,59,,85,90,,50,,,90,92,80,,,,96,97,,,50,,97,20,,10,,,20,40,,60,,,47,95,,40,,,95,100,,,65,,100,95,,80,,,100,70,,19,,,20,85,20,37,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,CH5,56602,In full-time paid work (30 or more hours a week),,Yes,15,"2.	Doing alright",3. Somewhat dissatisfied,5,Good,Not at all,Not at all,Several days,Several days,More than half the days,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Often true,75,85,If I was unemployed unexpectedly.,60,I always vote at General Elections,Conservative Party,,Don't know,,2. Disagree,4. Agree,2. Disagree,5. Strongly agree,3. Neither agree nor disagree,1. Strongly disagree,5a509db1acc75b000179b747
22/01/2024 05:22,22/01/2024 05:55,100,1952,TRUE,22/01/2024 05:55,R_4HH0FgdX0d2WM7W,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5ded5559033565416fe02a77,100,65,,,,100,71,,,,80,82,72,,80,,,88,90,,80,,,90,86,90,,,,92,76,,,82,,85,86,,,,83,88,84,,,,90,93,71,,,75,,85,90,92,,,,96,89,65,48,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,BB12,39000,In full-time paid work (30 or more hours a week),,Yes,13,"3.	Just about getting by",4. Neither satisfied nor dissatisfied,5,Very good,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Not at all,Several days,Not at all,Several days,Not at all,Often true,60,71,If someone in my household were to lose their job and our income dropped dramatically,51,I always vote at General Elections,Conservative Party,,Don't know,,4. Agree,4. Agree,2. Disagree,4. Agree,2. Disagree,3. Neither agree nor disagree,5ded5559033565416fe02a77
22/01/2024 06:04,22/01/2024 06:25,100,1278,TRUE,22/01/2024 06:25,R_1siUYkWiReVV9pN,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5ff437d9d42dc5a68df6c286,20,,,70,,30,80,,,80,,80,100,100,,,,100,95,90,,,,95,49,,,40,,50,100,,,60,,100,100,,30,,,100,100,70,,,,100,100,,90,,,100,50,,,30,,50,75,10,46,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,s20,64000,In full-time paid work (30 or more hours a week),,Yes,10,"2.	Doing alright",3. Somewhat dissatisfied,6,Good,Several days,Not at all,More than half the days,Several days,Not at all,Not at all,Nearly every day,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Several days,Not at all,Rarely true,70,80,,45,I always vote at General Elections,Labour Party,,Labour Party,,2. Disagree,3. Neither agree nor disagree,1. Strongly disagree,4. Agree,2. Disagree,4. Agree,5ff437d9d42dc5a68df6c286
22/01/2024 06:38,22/01/2024 07:00,100,1318,TRUE,22/01/2024 07:00,R_8KvaKCVDNBpmRN1,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,615d916c78c5a25a39a73a68,100,,100,,,100,80,75,,,,80,90,,,,95,95,98,,,,100,100,95,99,,,,99,100,,100,,,100,80,100,,,,100,100,,,100,,100,80,,,,85,82,98,,,,98,98,100,90,34,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,Ll14,34000,In part-time paid work (less than 30 hours a week),,Yes,20,"3.	Just about getting by",3. Somewhat dissatisfied,3,Fair,Several days,Several days,Nearly every day,Nearly every day,Nearly every day,Several days,Several days,Not at all,Several days,Several days,Several days,Several days,Not at all,Several days,Several days,Often true,30,50,More education on the subjects in the policies,10,I sometimes vote at General Elections,Labour Party,,Don't know,,2. Disagree,4. Agree,2. Disagree,2. Disagree,3. Neither agree nor disagree,1. Strongly disagree,615d916c78c5a25a39a73a68
22/01/2024 06:51,22/01/2024 07:07,100,946,TRUE,22/01/2024 07:07,R_2PcVumWjOChoTHD,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5f5890684825fd000adc53e6,80,,,,75,85,100,,90,,,100,90,,,89,,91,98,,91,,,92,91,,94,,,94,94,90,,,,98,87,,,90,,93,90,,94,,,89,93,96,,,,100,89,,100,,,93,100,40,37,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,NG21,55000,In full-time paid work (30 or more hours a week),,Yes,65,"3.	Just about getting by",2. Mostly dissatisfied,6,Fair,Several days,Several days,Not at all,More than half the days,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Not at all,Several days,Several days,Not at all,Not at all,Often true,48,50,"No, I’m fully supportive of them. ",35,I always vote at General Elections,Labour Party,,Labour Party,,1. Strongly disagree,5. Strongly agree,1. Strongly disagree,3. Neither agree nor disagree,3. Neither agree nor disagree,4. Agree,5f5890684825fd000adc53e6
22/01/2024 07:47,22/01/2024 08:03,100,971,TRUE,22/01/2024 08:03,R_4CUkf7RdsG64Xkt,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,604a5a451dc118c74850eb82,20,,30,,,20,85,,90,,,85,90,,,,90,90,75,,,,70,75,80,,80,,,85,80,,,,80,80,85,,95,,,95,80,,80,,,85,90,91,,,,91,95,,,,81,95,80,60,55,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,S18,75000,In full-time paid work (30 or more hours a week),,Yes,10,"2.	Doing alright",5. Somewhat satisfied,6,Fair,Several days,Several days,Several days,Several days,Several days,Not at all,Not at all,Not at all,Several days,Several days,Several days,Several days,Not at all,Several days,Not at all,Rarely true,60,60,None I just support these types of policies anyway ,25,I always vote at General Elections,Labour Party,,Labour Party,,3. Neither agree nor disagree,4. Agree,2. Disagree,3. Neither agree nor disagree,3. Neither agree nor disagree,2. Disagree,604a5a451dc118c74850eb82
22/01/2024 07:28,22/01/2024 08:06,100,2259,TRUE,22/01/2024 08:06,R_2CEhCJiAh90nXQG,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,60dc963e81e24696fb377f61,75,80,,,,85,80,80,,,,90,50,,50,,,51,75,,,75,,75,50,,,,45,41,45,,,,50,51,75,,,,75,76,40,,,,40,40,70,,,70,,75,65,,,75,,75,65,65,72,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,TS21,28000,"Other, please type in below",Retired ,Yes,100,"1.	Living comfortably",4. Neither satisfied nor dissatisfied,5,Good,Not at all,Not at all,More than half the days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Often true,80,80,If the cost of living increases to a level that we cannot afford.,60,I always vote at General Elections,Conservative Party,,Conservative Party,,2. Disagree,4. Agree,1. Strongly disagree,2. Disagree,4. Agree,2. Disagree,60dc963e81e24696fb377f61
22/01/2024 08:18,22/01/2024 08:48,100,1767,TRUE,22/01/2024 08:48,R_6Ol7IDJ8aarkdys,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,604249b06f34b50af5338558,92,,,62,,95,73,,,,66,70,51,,,40,,40,80,,,82,,88,92,93,,,,96,96,,,95,,95,95,81,,,,95,81,88,,,,89,91,,97,,,93,81,91,,,,90,99,92,33,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,wv10,40000,In full-time paid work (30 or more hours a week),,Yes,30,"2.	Doing alright",5. Somewhat satisfied,4,Very good,Not at all,Not at all,Several days,Several days,Not at all,Not at all,More than half the days,Not at all,Not at all,Not at all,Not at all,More than half the days,Several days,Several days,Not at all,Always true,71,89,no,30,I always vote at General Elections,Labour Party,,Liberal Democrats,,3. Neither agree nor disagree,4. Agree,2. Disagree,3. Neither agree nor disagree,3. Neither agree nor disagree,4. Agree,604249b06f34b50af5338558
22/01/2024 08:49,22/01/2024 09:08,100,1113,TRUE,22/01/2024 09:08,R_3gTnqgfx2mR0W2X,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,614851420684860d885f8b29,0,25,,,,18,51,,,51,,52,82,83,,,,82,74,86,,,,77,0,0,,,,0,46,44,,,,46,73,,,74,,72,39,,,50,,50,33,,,,44,49,66,,71,,,73,62,63,35,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,NG16,36000,In full-time paid work (30 or more hours a week),,Yes,10,"2.	Doing alright",3. Somewhat dissatisfied,4,Good,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Always true,50,50,no,61,I never vote at General Elections,I chose not to vote at the last General Election,,Conservative Party,,3. Neither agree nor disagree,4. Agree,2. Disagree,2. Disagree,4. Agree,1. Strongly disagree,614851420684860d885f8b29
22/01/2024 08:53,22/01/2024 09:15,100,1341,TRUE,22/01/2024 09:15,R_4IzZshjE18WyVAl,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,60818892541089886e9fb9ee,67,37,,,,63,78,,,70,,78,73,,,83,,79,59,35,,,,52,30,,,16,,20,40,,16,,,15,90,20,,,,79,85,63,,,,79,60,,,,49,60,76,,,,30,50,40,51,30,Female,,"4.	Chinese",,,,,,Ng5,70000,In full-time paid work (30 or more hours a week),,Yes,6,"2.	Doing alright",6. Mostly satisfied,6,Good,Not at all,Not at all,More than half the days,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Often true,94,90,,45,I always vote at General Elections,Labour Party,,Labour Party,,4. Agree,4. Agree,5. Strongly agree,5. Strongly agree,3. Neither agree nor disagree,5. Strongly agree,60818892541089886e9fb9ee
22/01/2024 08:54,22/01/2024 09:18,100,1429,TRUE,22/01/2024 09:18,R_3TL79hYzrVTi85Q,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5c5460a7aea88300016157be,64,,81,,,77,92,,,,91,92,91,92,,,,93,71,,82,,,77,71,,,,81,72,82,,86,,,81,73,,81,,,81,91,,,,91,91,81,81,,,,81,71,,,82,,76,77,60,68,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,st5,29000,In full-time paid work (30 or more hours a week),,Yes,0,"2.	Doing alright",5. Somewhat satisfied,4,Good,Not at all,Not at all,Several days,Several days,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Often true,70,66,no,41,I always vote at General Elections,Labour Party,,Labour Party,,2. Disagree,4. Agree,1. Strongly disagree,2. Disagree,4. Agree,3. Neither agree nor disagree,5c5460a7aea88300016157be
22/01/2024 08:46,22/01/2024 09:26,100,2397,TRUE,22/01/2024 09:26,R_6KqDGDKt027cnz9,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5aec16b34a52e5000167c6b5,100,,,,41,100,100,,9,,,100,95,,100,,,99,90,,76,,,92,92,,,82,,94,91,,,93,,96,100,,,,73,95,72,,82,,,82,90,,96,,,95,100,100,,,,100,99,96,28,Male,,"3.	Bangladeshi",,,,,,ol16,20000,In full-time paid work (30 or more hours a week),,Yes,58,"2.	Doing alright",3. Somewhat dissatisfied,5,Fair,Not at all,Not at all,Several days,Several days,Not at all,Several days,Not at all,Not at all,Several days,Several days,Several days,Not at all,Several days,Several days,Not at all,Often true,60,64,i do support them,51,I always vote at General Elections,Labour Party,,Don't know,,4. Agree,4. Agree,1. Strongly disagree,3. Neither agree nor disagree,4. Agree,3. Neither agree nor disagree,5aec16b34a52e5000167c6b5
22/01/2024 08:55,22/01/2024 09:28,100,1939,TRUE,22/01/2024 09:28,R_7YDNayqPNsgQgEY,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5bb62f1a3e969700019bd44d,50,,,70,,55,56,60,,,,60,70,,,,82,80,82,,,,76,82,66,,71,,,72,76,60,,,,76,86,,,81,,78,81,,,72,,87,94,,,44,,95,52,,82,,,56,80,50,42,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,WS3,46000,In full-time paid work (30 or more hours a week),,No,16,"2.	Doing alright",6. Mostly satisfied,6,Fair,More than half the days,Several days,Several days,Several days,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely true,75,70,If I was to lose my job given I am the main income earner,60,I sometimes vote at General Elections,Conservative Party,,Don't know,,4. Agree,4. Agree,3. Neither agree nor disagree,4. Agree,3. Neither agree nor disagree,3. Neither agree nor disagree,5bb62f1a3e969700019bd44d
22/01/2024 09:10,22/01/2024 09:31,100,1231,TRUE,22/01/2024 09:31,R_2incWtDCR5290In,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5bdd4dba80dd620001b15d81,90,,,,80,90,85,75,,,,85,50,,,,75,65,75,,,60,,70,70,,60,,,70,80,,,76,,80,66,,,73,,70,50,70,,,,68,90,,,40,,85,90,,,94,,90,85,75,43,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,NG15,47000,In full-time paid work (30 or more hours a week),,Yes,10,"3.	Just about getting by",3. Somewhat dissatisfied,4,Fair,Not at all,Not at all,Several days,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Often true,70,75,,30,I always vote at General Elections,Labour Party,,Labour Party,,2. Disagree,4. Agree,2. Disagree,4. Agree,3. Neither agree nor disagree,2. Disagree,5bdd4dba80dd620001b15d81
22/01/2024 09:05,22/01/2024 09:32,100,1645,TRUE,22/01/2024 09:32,R_6qrqOz0Z3mtTc6s,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5ad22ebba010190001b363e8,100,,,,100,100,100,,100,,,100,30,80,,,,50,100,,,100,,100,60,,,,50,60,100,,,,100,100,40,,,,40,40,90,,,30,,60,100,,100,,,100,100,,100,,,100,85,40,36,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,NG12,42000,In full-time paid work (30 or more hours a week),,Yes,0,"2.	Doing alright",5. Somewhat satisfied,7,Good,Not at all,Not at all,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Often true,80,85,If I was earning less money,60,I always vote at General Elections,Conservative Party,,Labour Party,,5. Strongly agree,4. Agree,5. Strongly agree,5. Strongly agree,2. Disagree,3. Neither agree nor disagree,5ad22ebba010190001b363e8
22/01/2024 09:19,22/01/2024 09:33,100,883,TRUE,22/01/2024 09:33,R_21P6yPXOBzr43oR,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,56331ce92840d2001122e660,71,100,,,,71,100,,,100,,100,100,,100,,,100,70,81,,,,77,100,,,,100,100,100,,,,100,100,100,,100,,,100,100,,,,100,100,80,100,,,,80,71,80,,,,72,100,0,47,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,BD4,36000,In part-time paid work (less than 30 hours a week),,Yes,0,"2.	Doing alright",5. Somewhat satisfied,5,Very good,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Always true,100,100,,28,I always vote at General Elections,Green Party,,Labour Party,,1. Strongly disagree,5. Strongly agree,1. Strongly disagree,2. Disagree,3. Neither agree nor disagree,1. Strongly disagree,56331ce92840d2001122e660
22/01/2024 09:19,22/01/2024 09:40,100,1269,TRUE,22/01/2024 09:40,R_6lVJPmT2VOjYNih,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5aca646c436f550001000b9c,95,,60,,,95,100,,,,65,100,80,,,90,,88,90,,,,85,95,100,,,78,,100,95,90,,,,98,81,56,,,,82,100,,65,,,100,75,,,,40,75,90,,,,58,92,95,40,35,Female,,"5. Any other White background, please type in below",European,,,,,ST5,48000,Self-employed,,Yes,2,"2.	Doing alright",5. Somewhat satisfied,6,Good,Not at all,Not at all,Several days,More than half the days,Not at all,Several days,Several days,Not at all,Several days,Several days,Several days,Several days,Not at all,Several days,Not at all,Often true,65,68,Loss of income or a major health problem in the family.,10,I've not been eligible in the past to vote at a General Election,"I was not eligible to vote at the last General Election (for example due to age, residency etc.)",,Labour Party,,2. Disagree,5. Strongly agree,1. Strongly disagree,3. Neither agree nor disagree,3. Neither agree nor disagree,3. Neither agree nor disagree,5aca646c436f550001000b9c
22/01/2024 09:26,22/01/2024 09:49,100,1369,TRUE,22/01/2024 09:49,R_1OacR21M1WOpZ97,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5e4e7d733af5db000a6a41a8,100,,,100,,100,100,,,100,,100,100,,70,,,90,100,,100,,,100,50,50,,,,50,100,,100,,,100,100,,100,,,100,100,,,,100,100,100,,100,,,100,100,,,,100,100,100,100,45,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,NG19,50400,In full-time paid work (30 or more hours a week),,Yes,0,"1.	Living comfortably",7. Completely satisfied,6,Very good,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Often true,97,100,I wouldn't support the child benefit changes as I feel people will abuse it.,50,I always vote at General Elections,Conservative Party,,Don't know,,5. Strongly agree,3. Neither agree nor disagree,5. Strongly agree,5. Strongly agree,3. Neither agree nor disagree,4. Agree,5e4e7d733af5db000a6a41a8
22/01/2024 09:32,22/01/2024 09:52,100,1166,TRUE,22/01/2024 09:52,R_4MKR3bdtCIrlIHh,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,56a896fa7f2472000c93768d,33,,,,33,27,56,,62,,,51,90,,,,72,90,48,53,,,,48,23,,41,,,41,14,15,,,,12,39,,,33,,29,83,,78,,,91,91,,,,51,89,41,52,,,,40,35,50,58,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,ng9,3500,In full-time paid work (30 or more hours a week),,Yes,32,"2.	Doing alright",5. Somewhat satisfied,7,Fair,Not at all,Not at all,Several days,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely true,67,73,only if i could trust that the people in charge would actually implement the policies and not line their own pockets. council housing should not be sold off ,30,I always vote at General Elections,Prefer not to say,,Don't know,,4. Agree,4. Agree,2. Disagree,4. Agree,2. Disagree,4. Agree,56a896fa7f2472000c93768d
22/01/2024 09:37,22/01/2024 09:53,100,955,TRUE,22/01/2024 09:53,R_2jrYIqIJOt7wH7P,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,597b0c6ed573480001404b95,75,60,,,,79,84,,,,82,86,95,,,82,,95,70,,,,60,75,60,,,,74,65,40,,,,50,45,76,,,,60,75,55,,,60,,55,80,72,,,,80,58,,83,,,76,71,67,36,Male,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,DL2,63000,Self-employed,,Yes,1,"1.	Living comfortably",5. Somewhat satisfied,7,Very good,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Often true,70,73,"I prefer to think of these policies with the context of the population and principles, rather than my own personal situation, so there aren't any circumstances that would make me change my support",50,I always vote at General Elections,Labour Party,,Labour Party,,3. Neither agree nor disagree,5. Strongly agree,1. Strongly disagree,4. Agree,3. Neither agree nor disagree,2. Disagree,597b0c6ed573480001404b95
22/01/2024 09:53,22/01/2024 10:26,100,1985,TRUE,22/01/2024 10:26,R_4Vgr1aCzMQCHrDE,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5adda6e5dee8590001b03397,92,,,100,,100,60,61,,,,60,50,50,,,,50,90,,90,,,90,100,100,,,,100,100,,,90,,100,71,100,,,,100,80,80,,,,80,50,,,50,,50,50,,,40,,50,100,70,38,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,FY4 ,22000,A homemaker,,Yes,10,"4.	Finding it quite difficult",4. Neither satisfied nor dissatisfied,5,Fair,Not at all,Not at all,Several days,Several days,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,Often true,100,100,no,50,I sometimes vote at General Elections,I chose not to vote at the last General Election,,Don't know,,5. Strongly agree,4. Agree,5. Strongly agree,3. Neither agree nor disagree,4. Agree,3. Neither agree nor disagree,5adda6e5dee8590001b03397
22/01/2024 10:11,22/01/2024 10:28,100,1059,TRUE,22/01/2024 10:28,R_7PYtuxFtZHFxi6E,,,,,anonymous,EN,I have read the information above and would like to take part in the survey,5c570de191c0ad0001cfba9f,30,12,,,,17,47,,60,,,54,56,,76,,,76,100,,82,,,100,100,,,91,,100,75,,82,,,86,44,,,39,,48,49,,80,,,61,38,16,,,,37,17,3,,,,22,39,42,34,Female,,"1. English, Welsh, Scottish, Northern Irish or British",,,,,,Dh8,62000,In full-time paid work (30 or more hours a week),,Yes,0,"2.	Doing alright",6. Mostly satisfied,7,Fair,Several days,Several days,More than half the days,More than half the days,More than half the days,Not at all,More than half the days,Not at all,Several days,Not at all,More than half the days,Nearly every day,Several days,Several days,Not at all,Often true,80,69,"No, I feel working class people and people who are doing well are penalised for it by taxing them and also an example would be nursing homes, you are charged more when the person next to you who has never worked is charged less but no difference in the care provided, just because you have savings you are made to give it back so what is the point on having savings you might as well not ",49,I always vote at General Elections,Conservative Party,,Labour Party,,5. Strongly agree,3. Neither agree nor disagree,4. Agree,5. Strongly agree,3. Neither agree nor disagree,4. Agree,5c570de191c0ad0001cfba9f
