StartDate	EndDate	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q1	Q3	Q5_1	Q7_1	Q9_1	Q11	Q12	Q13	Q14	Q15	Q16	Q17	Q17_13_TEXT	Q18	General_Health	Q20	Q21	Q21_10_TEXT	Q22	Q8.1_1	Q8.1_2	Q8.1_3	Q8.1_4	Q8.1_5	Q8.1_6	Q8.1_7	Q8.1_8	Q8.1_9	Q8.1_10	Little_interest_in_things	Depressed	Trouble_Sleeping	No_Energy	Poor_Appetite	Feeling_Failure	Trouble_Concentrating	More_Restless_Than_Usual	Anxious	Uncontrolled_Worry	Worrying_To_Much	Trouble_Relaxing	Restless_Cant_Sit_Still	Easily_Annoyed	Afraid	Q26	Q27	Q28	In_Control_Of_Life	At_Risk_of_Destitution	Q31	Q32	Managing_Financially	Satisfied_With_Income	Q35_1	Q35_2	Q35_3	Ladder	Q39	Politicians_All_The_Same	Politics_Force_For_Good	Party_In_Government_Doesnt_Matter	Politicians_Dont_Care	Politicians_Want_To_Make_Things_Better	Shouldnt_Rely_On_Government	Q42_1	Q42_3	Q42_4	Q44	Q45	Q46	Q47	Q48	Q49_1	Q49_2	Q49_3	Q49_4	Q49_5	Q49_6	Age	Gender	Gender_Other	Q53_1	Q54	Q55	Q55_7_TEXT	Party_Next_Election	Party_Next_Election_Other	PROLIFIC_PID	StartDate_1	Duration (in seconds)_1	ResponseId_1	Consent	Pid	Support_flourishing	Support_efficiency	Support_security	Q11_1	Q12_1	Q13_1	Q14_1	Q15_1	Q16_1	Q17_1	Q17_13_TEXT_1	Q18_1	Q19_1	Q20_1	Q21_1	Q21_10_TEXT_1	Q22_1	Q8.1_1_1	Q8.1_2_1	Q8.1_3_1	Q8.1_4_1	Q8.1_5_1	Q8.1_6_1	Q8.1_7_1	Q8.1_8_1	Q8.1_9_1	Q8.1_10_1	Q9.1_1_1	Q9.1_2_1	Q9.1_3_1	Q9.1_4_1	Q9.1_5_1	Q9.1_6_1	Q9.1_7_1	Q9.1_8_1	Q25_1_1	Q25_2_1	Q25_3_1	Q25_4_1	Q25_5_1	Q25_6_1	Q25_7_1	Q26_1	Q27_1	Q28_1	Q29_1_1	Q30_1_1	Q31_1	Q32_1	Q33_1	Q34_1	Q35_1_1	Q35_2_1	Q35_3_1	Q37_1	Q39_1	Q40_1_1	Q40_2_1	Q40_3_1	Q40_4_1	Q40_5_1	Q40_6_1	Q42_1_1	Q42_3_1	Q42_4_1	Q44_1	Q45_1	Q46_1	Q47_1	Q48_1	Q49_1_1	Q49_2_1	Q49_3_1	Q49_4_1	Q49_5_1	Q49_6_1	Q51_1	Q52_1	Q52_3_TEXT_1	Q53_1_1	Q54_1	Q55_1	Q55_7_TEXT_1	Q56_1	Q56_7_TEXT_1	basic_income_post	HH_Net_Income_PA	gad_7	phq_8	sqrt_gad_7	sqrt_phq_8	next_election	next_election_condensed	haters_post	lovers_post	zeros_post	hundreds_post	trust_in_politics	log_income
28/02/2022 07:19	28/02/2022 07:28	100	536	true	28/02/2022 07:28	R_2cdqTkqZENls7JH					53.5865936279297	-2.43539428710938	anonymous	EN	I have read the information above and would like to take part in the survey	5ea0228d4f38cb0326e4e027		19		2	0	55000.0	Year	1952.0	Year	Other, please type in below	retired	Yes	Good	No				Never	Never	Never	Very often	Sometimes	Never	Fairly often	Fairly often	Never	Never	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	All of the time	Often true	Often true	90	1	no	Richer	Living comfortably	"6.	Mostly satisfied"	2.	4.	3. Neither agree nor disagree	7	4	4. Agree	3. Neither agree nor disagree	4. Agree	4. Agree	3. Neither agree nor disagree	4. Agree	0	0	0	nothing - family and friends all work, pay taxes and get on with life - this scheme is generally for wasters or people who dont want to get on and improve or cant budget their money 	About the same	Living comfortably	"7.	Completely satisfied"	Neither more nor less stressed	1. Strongly disagree	4. Agree	2. Disagree	4. Agree	4. Agree	1. Strongly disagree	68	Male		60	I always vote at General Elections	Conservative Party		Prefer not to say		5ea0228d4f38cb0326e4e027	28/02/2022 07:19	536	R_2cdqTkqZENls7JH	1	5ea0228d4f38cb0326e4e027		19		3	1	55000.0	3	1952.0	3	13	retired	1	2	2				0	0	0	4	2	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	90	1	no	1	1	7	2	4	3	7	4	4	3	4	4	3	4	0	0	0	nothing - family and friends all work, pay taxes and get on with life - this scheme is generally for wasters or people who dont want to get on and improve or cant budget their money 	3	1	8	3	1	4	2	4	4	1	68	2		60	1	2		10		19	62.45682210708117	0	0	0.0	0.0	No Vote/DK/Refused	Other	true	false	false	false	8	4.134475471711395
28/02/2022 06:48	28/02/2022 07:29	100	2433	true	28/02/2022 07:29	R_3PbCvj28aMBSeK5					53.0964965820313	-2.30929565429688	anonymous	EN	I have read the information above and would like to take part in the survey	5ea1950819664f04542a50bf	60			2	0	43000.0	Year	2500.0	Year	Other, please type in below	Retired	Yes	Good	No				Sometimes	Almost never	Almost never	Very often	Fairly often	Sometimes	Fairly often	Very often	Sometimes	Almost never	Not at all	Not at all	More than half the days	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Several days	Not at all	Not at all	Several days	Not at all	All of the time	Often true	Rarely true	96	0	If energy costs continue to rise along with the cost of living, then I may have more problem coping I am very lucky though right now	Poorer	Living comfortably	"7.	Completely satisfied"	1. I disagree strongly	5. I agree strongly	3. Neither agree nor disagree	7	7	3. Neither agree nor disagree	4. Agree	2. Disagree	3. Neither agree nor disagree	4. Agree	2. Disagree	61	35	0	I would find it very difficult to receive 60 per week as a supplement to my current pension and state pension. I feel that it would be robbing other less fortunate people.  There are many aspects of UBI that I DO support and I would love to see LOW income workers who have families and mortgages to be given a  Basic Income to help their survival and well being mentally, People who earn good salaries do not need such a benefit  , so the money would be better spent on the less fortunate. Of course, there are always things to buy  and often, cuts have to be made, but I would probably increase my holiday fund or social outings if I had a UBI and that is simply an unnecessary luxury	Poorer	Living comfortably	"7.	Completely satisfied"	Neither more nor less stressed	2. Disagree	3. Neither agree nor disagree	2. Disagree	4. Agree	5. Strongly agree	2. Disagree	81	Female		60	I always vote at General Elections	Conservative Party		Conservative Party		5ea1950819664f04542a50bf	28/02/2022 06:48	2433	R_3PbCvj28aMBSeK5	1	5ea1950819664f04542a50bf	60			3	1	43000.0	3	2500.0	3	13	Retired	1	2	2				2	1	1	4	3	2	3	4	2	1	0	0	2	1	0	0	0	0	0	0	1	0	0	1	0	3	3	2	96	0	If energy costs continue to rise along with the cost of living, then I may have more problem coping I am very lucky though right now	2	1	8	1	5	3	7	7	3	4	2	3	4	2	61	35	0	I would find it very difficult to receive 60 per week as a supplement to my current pension and state pension. I feel that it would be robbing other less fortunate people.  There are many aspects of UBI that I DO support and I would love to see LOW income workers who have families and mortgages to be given a  Basic Income to help their survival and well being mentally, People who earn good salaries do not need such a benefit  , so the money would be better spent on the less fortunate. Of course, there are always things to buy  and often, cuts have to be made, but I would probably increase my holiday fund or social outings if I had a UBI and that is simply an unnecessary luxury	2	1	8	3	2	3	2	4	5	2	81	1		60	1	2		2		60	48.82987910189983	3	2	1.7320508075688772	1.4142135623730951	Conservative	Conservative	false	false	false	false	16	3.8883424021724866
28/02/2022 06:49	28/02/2022 07:29	100	2416	true	28/02/2022 07:29	R_0dN25qDsJCCSFUd					53.4140014648438	-1.05169677734375	anonymous	EN	I have read the information above and would like to take part in the survey	5c50acb732b3e3000115b7bb	60			2	0	24600.0	Year	1772.0	Year	Other, please type in below	Retired (+ small amount of self-employed work)	Yes	Good	Yes	Other, please type in below	Chronic back paid, migraines, hayfever	Not at all	Sometimes	Almost never	Almost never	Very often	Fairly often	Never	Fairly often	Fairly often	Sometimes	Never	Not at all	Not at all	More than half the days	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Several days	All of the time	Always true	Often true	83	8	Complete financial crash and loss of my pension	Poorer	Doing alright	"5.	Somewhat satisfied"	3. Neither agree nor disagree	4.	3. Neither agree nor disagree	6	6	2. Disagree	4. Agree	2. Disagree	3. Neither agree nor disagree	4. Agree	4. Agree	40	20	60	In most cases this would increase our incomes.  For myself and my wife, this would increase our income significantly in addition to our pensions (not yet in receipt of State pension for 4 more years).  We would probably use it to reduce our drawdown pensions to preserve our pension funds for longer, to provide for future care home requirements and/or protect our estate to benefit our children in future.  All of my friends and family are either working or retired so their incomes would rise significantly.  However, my two daughters - recent graduates and in their mid twenties have suffered periods of unemployment - one through ill-health and the other due to the pandemic.  The first daughter chose to leave her job as she was on her feet all day and recently diagnosed with ankylosing spondylitis so looked for a graduate job, utilising her skills but working from home.  In the meantime she spent all her savings on living costs (£6000) as she was unable to claim benefits due to voluntarily leaving her job.  The UBI scheme would have at least preserved her meagre savings.  The elder daughter was unable to claim UC when she was made redundant because she was co-habiting with her boyfriend who had a good income.  This meant she could not pay her way and did not do much for her self-esteem.  She found a job (apprenticeship) but has recently been made redundant again so is back in the same position with no income and no UC.	About the same	Living comfortably	"7.	Completely satisfied"	A lot less stressed	4. Agree	2. Disagree	4. Agree	4. Agree	4. Agree	3. Neither agree nor disagree	61	Male		59	I always vote at General Elections	Labour Party		Other (please name below)	Probably conservative but only if there are some changes	5c50acb732b3e3000115b7bb	28/02/2022 06:49	2416	R_0dN25qDsJCCSFUd	1	5c50acb732b3e3000115b7bb	60			3	1	24600.0	3	1772.0	3	13	Retired (+ small amount of self-employed work)	1	2	1	10	Chronic back paid, migraines, hayfever	3	2	1	1	4	3	0	3	3	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	3	4	3	83	8	Complete financial crash and loss of my pension	2	2	5	3	4	3	6	6	2	4	2	3	4	4	40	20	60	In most cases this would increase our incomes.  For myself and my wife, this would increase our income significantly in addition to our pensions (not yet in receipt of State pension for 4 more years).  We would probably use it to reduce our drawdown pensions to preserve our pension funds for longer, to provide for future care home requirements and/or protect our estate to benefit our children in future.  All of my friends and family are either working or retired so their incomes would rise significantly.  However, my two daughters - recent graduates and in their mid twenties have suffered periods of unemployment - one through ill-health and the other due to the pandemic.  The first daughter chose to leave her job as she was on her feet all day and recently diagnosed with ankylosing spondylitis so looked for a graduate job, utilising her skills but working from home.  In the meantime she spent all her savings on living costs (£6000) as she was unable to claim benefits due to voluntarily leaving her job.  The UBI scheme would have at least preserved her meagre savings.  The elder daughter was unable to claim UC when she was made redundant because she was co-habiting with her boyfriend who had a good income.  This meant she could not pay her way and did not do much for her self-esteem.  She found a job (apprenticeship) but has recently been made redundant again so is back in the same position with no income and no UC.	3	1	8	1	4	2	4	4	4	3	61	2		59	1	4		7	Probably conservative but only if there are some changes	60	27.935233160621763	3	1	1.7320508075688772	1.0	Other/Brexit	Other	false	false	false	false	15	3.3298887294172417
28/02/2022 07:15	28/02/2022 07:29	100	866	true	28/02/2022 07:29	R_3GCzLtTtfIXP9Nr					52.9095001220703	-0.645599365234375	anonymous	EN	I have read the information above and would like to take part in the survey	56a896fa7f2472000c93768d			58	2	0	86000.0	Year	4159.0	Year	In full-time paid work (30 or more hours a week)		Yes	Fair	Yes	Hearing (for example deafness or partial hearing),Mobility (for example walking short distances or climbing stairs),Stamina or breathing or fatigue		Yes, a little	Almost never	Never	Almost never	Very often	Fairly often	Sometimes	Fairly often	Very often	Sometimes	Almost never	Not at all	Not at all	Nearly every day	Several days	Several days	Not at all	Several days	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Some of the time	Rarely true	Rarely true	81	39	prolonged illness, unemployment	About the same	Doing alright	"5.	Somewhat satisfied"	1. I disagree strongly	5. I agree strongly	1. I disagree strongly	7	5	2. Disagree	4. Agree	3. Neither agree nor disagree	4. Agree	3. Neither agree nor disagree	4. Agree	38	83	51	less stress, freedom to choose what you want to do.  power to fulfil dreams, opportunity to study something yiu are intersted in other than practical course. can train to be a nurse for example where previously could not afford to. opportunity to travel and experience other cultures. enable me or one of my siblings to give up work to look after elderly relatives. able to take on a less stressful job which help with health problems 	About the same	Just about getting by	"5.	Somewhat satisfied"	A little less stressed	4. Agree	2. Disagree	4. Agree	4. Agree	2. Disagree	4. Agree	56	Female		28	I always vote at General Elections	Liberal Democrats		Prefer not to say		56a896fa7f2472000c93768d	28/02/2022 07:15	866	R_3GCzLtTtfIXP9Nr	1	56a896fa7f2472000c93768d			58	3	1	86000.0	3	4159.0	3	1		1	3	1	2,3,8		2	1	0	1	4	3	2	3	4	2	1	0	0	3	1	1	0	1	0	1	0	0	0	0	0	0	2	2	2	81	39	prolonged illness, unemployment	3	2	5	1	5	1	7	5	2	4	3	4	3	4	38	83	51	less stress, freedom to choose what you want to do.  power to fulfil dreams, opportunity to study something yiu are intersted in other than practical course. can train to be a nurse for example where previously could not afford to. opportunity to travel and experience other cultures. enable me or one of my siblings to give up work to look after elderly relatives. able to take on a less stressful job which help with health problems 	3	3	5	2	4	2	4	4	2	4	56	1		28	1	5		10		58	97.65975820379965	6	1	2.449489742783178	1.0	No Vote/DK/Refused	Other	false	false	false	false	12	4.5814895827324325
28/02/2022 07:18	28/02/2022 07:30	100	730	true	28/02/2022 07:30	R_3q9le6HeWKaa5Js					52.2725067138672	-1.52079772949219	anonymous	EN	I have read the information above and would like to take part in the survey	6007421356226920359b5f3e		95		2	0	30000.0	Year	125.0	Month	In full-time paid work (30 or more hours a week)		No	Good	No				Sometimes	Almost never	Sometimes	Sometimes	Sometimes	Sometimes	Fairly often	Sometimes	Sometimes	Almost never	Several days	Several days	Not at all	More than half the days	Not at all	Several days	Several days	Not at all	Several days	Several days	Several days	Several days	Not at all	Several days	Not at all	Some of the time	Often true	Rarely true	70	15	I already support it	About the same	Just about getting by	"2.	Mostly dissatisfied"	5. I agree strongly	2.	3. Neither agree nor disagree	5	5	4. Agree	4. Agree	1. Strongly disagree	4. Agree	3. Neither agree nor disagree	3. Neither agree nor disagree	10	40	80	My friends and family would be a lot less stressed in their daily life as they would be less dependant on employers and jobs and would worry about paying bills/rent etc less	About the same	Doing alright	"2.	Mostly dissatisfied"	A little less stressed	5. Strongly agree	2. Disagree	4. Agree	2. Disagree	2. Disagree	5. Strongly agree	30	Male		10	I always vote at General Elections	Labour Party		Green Party		6007421356226920359b5f3e	28/02/2022 07:18	730	R_3q9le6HeWKaa5Js	1	6007421356226920359b5f3e		95		3	1	30000.0	3	125.0	2	1		2	2	2				2	1	2	2	2	2	3	2	2	1	1	1	0	2	0	1	1	0	1	1	1	1	0	1	0	2	3	2	70	15	I already support it	3	3	2	5	2	3	5	5	4	4	1	4	3	3	10	40	80	My friends and family would be a lot less stressed in their daily life as they would be less dependant on employers and jobs and would worry about paying bills/rent etc less	3	2	2	2	5	2	4	2	2	5	30	2		10	1	4		3		95	34.067357512953365	6	5	2.449489742783178	2.23606797749979	Nat/Green	Other	false	true	false	false	13	3.5283396681410797
28/02/2022 06:58	28/02/2022 07:31	100	1967	true	28/02/2022 07:31	R_3ir2v2PXDroQIt3					53.4344024658203	-2.26640319824219	anonymous	EN	I have read the information above and would like to take part in the survey	60b0f00d76201e617923f93f			85	2	1	24000.0	Year	90.0	Month	In full-time paid work (30 or more hours a week)		No	Good	Yes	Mental Health		Not at all	Almost never	Almost never	Sometimes	Fairly often	Fairly often	Never	Fairly often	Very often	Almost never	Never	Several days	Not at all	Several days	Several days	Not at all	Not at all	Not at all	Not at all	Several days	Several days	Not at all	Several days	Several days	Not at all	Not at all	All of the time	Often true	Rarely true	85	0	Losing my job and struggling to find another, or finding another that doesnt pay as much as i currently earn. I might struggle temporarily to meet certain commitments	Poorer	Doing alright	"5.	Somewhat satisfied"	2.	5. I agree strongly	3. Neither agree nor disagree	2	6	4. Agree	2. Disagree	4. Agree	5. Strongly agree	4. Agree	4. Agree	65	85	0	The most significant thing is that we wouldnt feel fear. I have been in a situation when I was a young adult when I couldn't find work, but was not entitled to JSA or anything else. I was so frightened because I just didn't know how to survive, where to live, where to turn. I dont ever want to experience that again (its highly unlikely now but you never know) and a scheme such as this would keep me going until I got back on my feet. I dont think this should be on offer for an unlimited time, however. Eg after 6 months unemployed it ought to start reducing until eventually removed (with the exception of those who have long term ill health). This isnt an income that should be relied upon forever.	Poorer	Just about getting by	"5.	Somewhat satisfied"	A little more stressed	4. Agree	1. Strongly disagree	4. Agree	3. Neither agree nor disagree	5. Strongly agree	2. Disagree	38	Female		45	I always vote at General Elections	Labour Party		Other (please name below)	I have not decided yet!	60b0f00d76201e617923f93f	28/02/2022 06:58	1967	R_3ir2v2PXDroQIt3	1	60b0f00d76201e617923f93f			85	3	2	24000.0	3	90.0	2	1		2	2	1	7		3	1	1	2	3	3	0	3	4	1	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	3	3	2	85	0	Losing my job and struggling to find another, or finding another that doesnt pay as much as i currently earn. I might struggle temporarily to meet certain commitments	2	2	5	2	5	3	2	6	4	2	4	5	4	4	65	85	0	The most significant thing is that we wouldnt feel fear. I have been in a situation when I was a young adult when I couldn't find work, but was not entitled to JSA or anything else. I was so frightened because I just didn't know how to survive, where to live, where to turn. I dont ever want to experience that again (its highly unlikely now but you never know) and a scheme such as this would keep me going until I got back on my feet. I dont think this should be on offer for an unlimited time, however. Eg after 6 months unemployed it ought to start reducing until eventually removed (with the exception of those who have long term ill health). This isnt an income that should be relied upon forever.	2	3	5	4	4	1	4	3	5	2	38	1		45	1	4		7	I have not decided yet!	85	27.25388601036269	3	4	1.7320508075688772	2.0	Other/Brexit	Other	false	true	false	false	7	3.30519611682687
28/02/2022 07:10	28/02/2022 07:32	100	1341	true	28/02/2022 07:32	R_tQUIaEeVEdPJrdT					52.4425048828125	-1.94419860839844	anonymous	EN	I have read the information above and would like to take part in the survey	602159600baab90f0a4bb8a6	100			1	0	11000.0	Year	128.0	Month	Self-employed		Yes	Good	Yes	Other, please type in below	Mobility but not too badly impaired	Yes, a little	Never	Almost never	Sometimes	Sometimes	Sometimes	Almost never	Sometimes	Sometimes	Almost never	Almost never	Several days	Not at all	Several days	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Several days	Several days	Not at all	Several days	Several days	Some of the time	Often true	Rarely true	50	35	If my mobility became worse	About the same	Doing alright	"3.	Somewhat dissatisfied"	5. I agree strongly	1. I disagree strongly	3. Neither agree nor disagree	6	5	2. Disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	4. Agree	29	29	70	I feel it would place us in the same scale and would help close the class divide.  It would mean that we wouldn't compare ourselves to others.  It would mean that we would feel things were fairer and that people were not claiming benefits when it is unnecessary to do so.  It would make us feel we were in a society where things were of an equal level.  it would mean we would know how much income we had to work with.  It would mean that we wouldn't be fearful of working on short term contracts and reduce the worry of having to reclaim when the contract ended and be without income until the benefit was agreed.  It would mean that we wouldn't have to be so concerned out not being able to work if we had a debilitating illness.   	About the same	Doing alright	"6.	Mostly satisfied"	A lot less stressed	4. Agree	2. Disagree	4. Agree	2. Disagree	2. Disagree	4. Agree	62	Female		30	I always vote at General Elections	Labour Party		Other (please name below)	I'm undecided	602159600baab90f0a4bb8a6	28/02/2022 07:10	1341	R_tQUIaEeVEdPJrdT	1	602159600baab90f0a4bb8a6	100			2	1	11000.0	3	128.0	2	8		1	2	1	10	Mobility but not too badly impaired	2	0	1	2	2	2	1	2	2	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	1	1	2	3	2	50	35	If my mobility became worse	3	2	3	5	1	3	6	5	2	3	3	3	3	4	29	29	70	I feel it would place us in the same scale and would help close the class divide.  It would mean that we wouldn't compare ourselves to others.  It would mean that we would feel things were fairer and that people were not claiming benefits when it is unnecessary to do so.  It would make us feel we were in a society where things were of an equal level.  it would mean we would know how much income we had to work with.  It would mean that we wouldn't be fearful of working on short term contracts and reduce the worry of having to reclaim when the contract ended and be without income until the benefit was agreed.  It would mean that we wouldn't have to be so concerned out not being able to work if we had a debilitating illness.   	3	2	7	1	4	2	4	2	2	4	62	1		30	1	4		7	I'm undecided	100	12.491364421416234	3	4	1.7320508075688772	2.0	Other/Brexit	Other	false	true	false	true	12	2.525037559277295
28/02/2022 07:21	28/02/2022 07:33	100	714	true	28/02/2022 07:33	R_3KHKqGUfAAk40xh					51.3670043945313	-0.80419921875	anonymous	EN	I have read the information above and would like to take part in the survey	5adef952f6b58c0001fa755b	100			2	0	25000.0	Year	1850.0	Year	Self-employed		Yes	Very good	No				Almost never	Almost never	Sometimes	Fairly often	Very often	Sometimes	Fairly often	Very often	Never	Never	Not at all	Several days	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Several days	Several days	Several days	Not at all	All of the time	Often true	Often true	95	30	Being too unwell to work and if my partner was unable to contribute for whatever reason	About the same	Doing alright	"4.	Neither satisfied nor dissatisfied"	3. Neither agree nor disagree	3. Neither agree nor disagree	4.	5	6	4. Agree	3. Neither agree nor disagree	4. Agree	4. Agree	3. Neither agree nor disagree	5. Strongly agree	5	5	85	I know my partner would be a lot less stressed about her work which. She started it as a hobby but's it's now her only income so the pleasure has gone out of it. I think we'd both be able to relax a bit and enjoy life more if we had this fall back money coming in.	Richer	Living comfortably	"7.	Completely satisfied"	A lot less stressed	4. Agree	2. Disagree	5. Strongly agree	1. Strongly disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	56	Male		90	I always vote at General Elections	Conservative Party		Prefer not to say		5adef952f6b58c0001fa755b	28/02/2022 07:21	714	R_3KHKqGUfAAk40xh	1	5adef952f6b58c0001fa755b	100			3	1	25000.0	3	1850.0	3	8		1	1	2				1	1	2	3	4	2	3	4	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	3	3	3	95	30	Being too unwell to work and if my partner was unable to contribute for whatever reason	3	2	4	3	3	4	5	6	4	3	4	4	3	5	5	5	85	I know my partner would be a lot less stressed about her work which. She started it as a hobby but's it's now her only income so the pleasure has gone out of it. I think we'd both be able to relax a bit and enjoy life more if we had this fall back money coming in.	1	1	8	1	4	2	5	1	3	3	56	2		90	1	2		10		100	28.389464594127805	2	3	1.4142135623730951	1.7320508075688772	No Vote/DK/Refused	Other	false	true	false	true	7	3.3460181113471252
28/02/2022 06:59	28/02/2022 07:35	100	2120	true	28/02/2022 07:35	R_3fQ1Acud3ecnHmH					51.4963989257813	-0.122406005859375	anonymous	EN	I have read the information above and would like to take part in the survey	60e3dcb75feeb8e4d1fa5ce2	53			1	2	40000.0	Year	200.0	Month	Unemployed and looking for work,Other, please type in below	Unemployment & exam preparation for medical registration	Yes	Very good	No				Never	Never	Almost never	Very often	Fairly often	Never	Very often	Very often	Never	Never	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	All of the time	Always true	Often true	30	1	If we donot ve money and my partner would not get job.if I will be unable to get job 	About the same	Just about getting by	"6.	Mostly satisfied"	3. Neither agree nor disagree	5. I agree strongly	3. Neither agree nor disagree	8	8	3. Neither agree nor disagree	3. Neither agree nor disagree	5. Strongly agree	1. Strongly disagree	5. Strongly agree	1. Strongly disagree	40	90	34	To be honest , If a person’s levels of wealth increase, their feelings of compassion and empathy go down, and their feelings of entitlement, of deservingness, and their ideology of self-interest increases and his life will be more comfortable.But if I see other aspect of benefit, it is just a burden on Government if a person has ability to do work.There are various options that a person can work from home rather than get benefits.However,it is beneficial for a person who has no ability to do any work .No doubt it is great blessings for people but a burden on economy as well	About the same	Just about getting by	"6.	Mostly satisfied"	Neither more nor less stressed	5. Strongly agree	3. Neither agree nor disagree	5. Strongly agree	1. Strongly disagree	5. Strongly agree	3. Neither agree nor disagree	39	Male		44	I always vote at General Elections	Conservative Party		Conservative Party		60e3dcb75feeb8e4d1fa5ce2	28/02/2022 06:59	2120	R_3fQ1Acud3ecnHmH	1	60e3dcb75feeb8e4d1fa5ce2	53			2	3	40000.0	3	200.0	2	17,13	Unemployment & exam preparation for medical registration	1	1	2				0	0	1	4	3	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	30	1	If we donot ve money and my partner would not get job.if I will be unable to get job 	3	3	7	3	5	3	8	8	3	3	5	1	5	1	40	90	34	To be honest , If a person’s levels of wealth increase, their feelings of compassion and empathy go down, and their feelings of entitlement, of deservingness, and their ideology of self-interest increases and his life will be more comfortable.But if I see other aspect of benefit, it is just a burden on Government if a person has ability to do work.There are various options that a person can work from home rather than get benefits.However,it is beneficial for a person who has no ability to do any work .No doubt it is great blessings for people but a burden on economy as well	3	3	7	3	5	3	5	1	5	3	39	2		44	1	2		2		53	45.42314335060449	0	0	0.0	0.0	Conservative	Conservative	false	false	false	false	16	3.8160217405928605
28/02/2022 07:11	28/02/2022 07:36	100	1458	true	28/02/2022 07:36	R_2rwI5Lcnh1n003X					51.556396484375	0.071502685546875	anonymous	EN	I have read the information above and would like to take part in the survey	61fa93fd5719bc09cb834e22		79		4	0	45900.0	Year	2000.0	Year	In full-time education,In part-time paid work (less than 30 hours a week)		No	Good	Yes	Other, please type in below	Migraines	Not at all	Sometimes	Sometimes	Sometimes	Fairly often	Fairly often	Almost never	Fairly often	Fairly often	Almost never	Almost never	Several days	Several days	Several days	Several days	Several days	Not at all	Several days	Not at all	Several days	Several days	Several days	Several days	Not at all	Several days	Several days	Some of the time	Often true	Rarely true	83	17	N/A	Poorer	Doing alright	"3.	Somewhat dissatisfied"	5. I agree strongly	2.	4.	7	5	4. Agree	4. Agree	2. Disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	2. Disagree	73	89	68	This would mean people aren’t struggling from pay day to pay day and having to borrow money from other people to be able to feed their families. People would be able to buy the necesseties needed without having to worry about how they can afford things and without having to move money around.	Poorer	Living comfortably	"6.	Mostly satisfied"	A lot less stressed	4. Agree	1. Strongly disagree	3. Neither agree nor disagree	2. Disagree	2. Disagree	4. Agree	18	Female		30	I've not been eligible in the past to vote at a General Election	I was not eligible to vote at the last General Election (i.e. age, residency etc.)		Labour Party		61fa93fd5719bc09cb834e22	28/02/2022 07:11	1458	R_2rwI5Lcnh1n003X	1	61fa93fd5719bc09cb834e22		79		5	1	45900.0	3	2000.0	3	5,2		2	2	1	10	Migraines	3	2	2	2	3	3	1	3	3	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	2	3	2	83	17	N/A	2	2	3	5	2	4	7	5	4	4	2	3	3	2	73	89	68	This would mean people aren’t struggling from pay day to pay day and having to borrow money from other people to be able to feed their families. People would be able to buy the necesseties needed without having to worry about how they can afford things and without having to move money around.	2	1	7	1	4	1	3	2	2	4	18	1		30	4	9		4		79	52.12305699481865	6	6	2.449489742783178	2.449489742783178	Labour	Labour	false	true	false	false	14	3.9536074035454236
