StartDate	EndDate	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	DistributionChannel	UserLanguage	Q1.1	Q3.1	Q5.1_4	Q6.1_4	Q7.1_4	Q8.1_4	Q9.1_4	Q10.1_4	Q11.1_4	Q12.1_4	Q13.1_4	Q14.1_4	Q15.1_4	Q16.1_4	Q17.1_4	Q18.1_4	Q19.1_4	Q20.1_4	Q21.1_4	Q22.1_4	Q23.1_4	Q24.1_4	Q25.1_4	Q26.1_4	Q27.1_4	Q28.1_4	Q29.1_4	Q30.1_4	Q31.1_4	Q32.1_4	Q33.1_4	Q34.1_4	Q35.1_4	Q36.1_4	Q37.1_4	Q38.1_4	Q39.1_4	Q40.1_4	Q41.1_4	Q42.1_4	Q43.1_4	Q44.1_4	Q45.1_4	Q46.1_4	Q47.1_4	Q48.1_4	Q49.1_4	Q50.1_4	Q51.1_4	Q52.1_4	Q53.1_4	Q54.1_4	Q55.1_4	Q56.1_4	Q57.1_4	Q58.1_4	Q59.1_4	Q60.1_4	Q61.1_4	Q62.1_4	Q63.1_4	Q64.1_4	Q65.2_1	Q65.3_1	Q66.2	Q66.3	Q66.3_3_TEXT	Q66.4	Q66.4_5_TEXT	Q66.4_9_TEXT	Q66.4_14_TEXT	Q66.4_17_TEXT	Q66.4_19_TEXT	Q66.5	Q66.6	Q66.7	Q66.7_13_TEXT	Q66.8	Q66.9_1	Q66.10	Q66.11	Q66.12	Q66.13	Q9.1_1	Q9.1_2	Q9.1_3	Q9.1_4_1	Q9.1_5	Q9.1_6	Q9.1_7	Q9.1_8	Q66.15_1	Q66.15_2	Q66.15_3	Q66.15_4	Q66.15_5	Q66.15_6	Q66.15_7	Q66.16	Q66.17_1	Q66.18_1	Q66.19	Q66.20_1	Q66.21	Q66.22	Q66.22_9_TEXT	Q66.23	Q66.23_9_TEXT	Q66.24_1	Q66.24_2	Q66.24_3	Q66.24_4	Q66.24_5	Q66.24_6	PROLIFIC_PID	is_redwall
25/01/2024 18:52	25/01/2024 19:23	100	1867	true	25/01/2024 19:23	R_2VbDiHZB7ZH1k3L					anonymous	EN	I have read the information above and would like to take part in the survey	64874ebb817e22a5cb2f325f	80				85	85	66				75	70	80	50				80	85		66			75	50			50		55	90				55	88	67		81			82	92			60		88	75		55			78	63			40		59	67	65	60	Male		1. English, Welsh, Scottish, Northern Irish or British						RG42	79800	In full-time paid work (30 or more hours a week)		Yes	10	"2.	Doing alright"	5. Somewhat satisfied	7	Fair	Several days	Several days	More than half the days	Several days	More than half the days	Several days	Not at all	Not at all	Not at all	Not at all	Several days	More than half the days	Not at all	Several days	Not at all	Always true	50	50	Some of these items are integrated. There are issues that are not discussed here with the child policy - how to ensure that the benefit goes to the child, energy provision needs to be innovative besides taking back control and much of this is copying what is done in the Netherlands, for example. There is not a lot you can do about corporate structures, Amazon is an American company, with significant bases in low tax European countries such as Ireland so it is the treatment of taxable transactions at POS and what to do about cash repatriation is what is important here.	40	I always vote at General Elections	Labour Party		Labour Party		4. Agree	4. Agree	1. Strongly disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	2. Disagree	64874ebb817e22a5cb2f325f	false
25/01/2024 18:48	25/01/2024 19:23	100	2123	true	25/01/2024 19:23	R_2CD0Yt5YPgnzG8k					anonymous	EN	I have read the information above and would like to take part in the survey	60fff225fb2da6129caf029a	90			100		100	82				99	99	91	91				91	70			70		70	50			60		60	50		50			50	51		50			50	100	100				100	50			50		50	60		60			60	65	65	69	Female		5. Any other White background, please type in below	East European					BN23	18000	A full/part-time carer (not as part of employment)		Yes	52	"3.	Just about getting by"	3. Somewhat dissatisfied	5	Good	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Often true	81	71	It can be good if it would be true	59	I've not been eligible in the past to vote at a General Election	I chose not to vote at the last General Election		I will not be eligible to vote at the next General Election (for example due to residency etc.)		2. Disagree	4. Agree	3. Neither agree nor disagree	2. Disagree	4. Agree	3. Neither agree nor disagree	60fff225fb2da6129caf029a	false
25/01/2024 19:04	25/01/2024 19:23	100	1151	true	25/01/2024 19:23	R_5M5d1ea6z4DY9Hz					anonymous	EN	I have read the information above and would like to take part in the survey	5b75ac687dc4b00001af4e50	8				41	10	61				72	70	57	70				60	71	70				70	61	60				60	50			80		60	72		82			82	64			65		66	57			53		51	64	73				66	57	63	64	Female		1. English, Welsh, Scottish, Northern Irish or British						CV6 	26000	Other, please type in below	RETIRED	Yes	31	"3.	Just about getting by"	4. Neither satisfied nor dissatisfied	6	Bad	Several days	Several days	Not at all	Not at all	Not at all	Several days	Not at all	Not at all	More than half the days	More than half the days	More than half the days	More than half the days	Several days	Several days	More than half the days	Often true	31	50	If my husband or myself required social care	50	I always vote at General Elections	Conservative Party		Labour Party		4. Agree	3. Neither agree nor disagree	4. Agree	4. Agree	2. Disagree	4. Agree	5b75ac687dc4b00001af4e50	false
25/01/2024 18:57	25/01/2024 19:24	100	1599	true	25/01/2024 19:24	R_6j9Tv9iVBUcwOHq					anonymous	EN	I have read the information above and would like to take part in the survey	5c60571b0112a60001a2b034	81				92	95	71	70				70	90			90		90	90				90	90	20		10			15	60	40				50	10			5		10	10				5	5	90		30			90	90			50		90	70	10	57	Female		5. Any other Asian background, please type in below			Southeast Asian			LN9	58000	In full-time paid work (30 or more hours a week)		Yes	0	"1.	Living comfortably"	6. Mostly satisfied	7	Very good	Not at all	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Several days	Not at all	Not at all	Not at all	Often true	80	91	none	50	I sometimes vote at General Elections	I chose not to vote at the last General Election		Liberal Democrats		3. Neither agree nor disagree	4. Agree	4. Agree	4. Agree	3. Neither agree nor disagree	3. Neither agree nor disagree	5c60571b0112a60001a2b034	false
25/01/2024 19:06	25/01/2024 19:24	100	1066	true	25/01/2024 19:24	R_2xDA8QYHNyQ56kH					anonymous	EN	I have read the information above and would like to take part in the survey	63d410b23af251fc009202cb	20		35			25	45			55		60	85	90				90	65				40	45	50				25	45	70	60				80	80	75				85	20	25				22	80		65			85	30				25	35	65	25	41	Male		1. English, Welsh, Scottish, Northern Irish or British						DE55	30000	In full-time paid work (30 or more hours a week)		Yes	10	"3.	Just about getting by"	3. Somewhat dissatisfied	6	Good	More than half the days	More than half the days	Several days	Several days	Not at all	More than half the days	More than half the days	Not at all	More than half the days	Several days	Several days	More than half the days	Not at all	More than half the days	Several days	Often true	30	24	If I lived in a city and didn’t own my own car	80	I always vote at General Elections	Conservative Party		Reform UK		4. Agree	2. Disagree	4. Agree	4. Agree	2. Disagree	4. Agree	63d410b23af251fc009202cb	false
25/01/2024 19:03	25/01/2024 19:24	100	1232	true	25/01/2024 19:24	R_8uxcVJ8iyUdFpBv					anonymous	EN	I have read the information above and would like to take part in the survey	60bc59d1e69be68b9a6348da	60				40	50	90				60	90	61	70				70	70		80			80	100				80	100	100	100				100	81				69	80	91			100		100	90				90	90	100		100			100	80	55	21	Male		1. English, Welsh, Scottish, Northern Irish or British						WS3	23000	In full-time education		No	70	"4.	Finding it quite difficult"	2. Mostly dissatisfied	4	Fair	More than half the days	More than half the days	Nearly every day	Nearly every day	Several days	Nearly every day	Several days	Not at all	Nearly every day	Nearly every day	Nearly every day	More than half the days	Not at all	Several days	Nearly every day	Often true	30	25		40	I sometimes vote at General Elections	I chose not to vote at the last General Election		Labour Party		4. Agree	4. Agree	1. Strongly disagree	4. Agree	3. Neither agree nor disagree	1. Strongly disagree	60bc59d1e69be68b9a6348da	false
25/01/2024 18:54	25/01/2024 19:24	100	1795	true	25/01/2024 19:24	R_20rLTNaQiPj65KF					anonymous	EN	I have read the information above and would like to take part in the survey	5f2aad9ef401403198b127b5	80	60				70	50		60			60	70	65				65	70	75				74	90	90				100	81		66			65	50		50			50	75				70	75	35		62			40	60	65				75	70	80	32	Female		1. English, Welsh, Scottish, Northern Irish or British						EH53	9000	Self-employed		No	81	"3.	Just about getting by"	1. Completely dissatisfied	3	Fair	Nearly every day	Nearly every day	More than half the days	Nearly every day	More than half the days	More than half the days	Nearly every day	More than half the days	More than half the days	Nearly every day	Nearly every day	Nearly every day	Nearly every day	More than half the days	More than half the days	Always true	30	15	Universal credit forcing me to work more than I am able to with having fibromyalgia and cfs	50	I sometimes vote at General Elections	Green Party		Don't know		5. Strongly agree	2. Disagree	4. Agree	5. Strongly agree	1. Strongly disagree	5. Strongly agree	5f2aad9ef401403198b127b5	false
25/01/2024 19:08	25/01/2024 19:24	100	950	true	25/01/2024 19:24	R_6K1t4t435iwbGzU					anonymous	EN	I have read the information above and would like to take part in the survey	5e2872fffcdb020467d12799	75			60		75	95			70		72	97				92	98	96		90			100	80				84	84	100			78		96	87			59		71	75		88			80	92	54				86	67				64	65	87	32	77	Male		1. English, Welsh, Scottish, Northern Irish or British						BN21	27000	Other, please type in below	RETIRED	No	12	"3.	Just about getting by"	3. Somewhat dissatisfied	4	Fair	Not at all	Not at all	Several days	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Often true	65	61	NO I CANNOT THINK OF ANY CIRUMSTANCES WHICH WOULD CAUSE ME TO CHANGE MY VIEWS	14	I always vote at General Elections	Liberal Democrats		Don't know		1. Strongly disagree	5. Strongly agree	1. Strongly disagree	4. Agree	4. Agree	1. Strongly disagree	5e2872fffcdb020467d12799	false
25/01/2024 19:03	25/01/2024 19:24	100	1223	true	25/01/2024 19:24	R_5Q3J8PnmIdhwIiu					anonymous	EN	I have read the information above and would like to take part in the survey	62d8108aeef1b5fbc7cdcc8e	20		10			15	72		72			70	67				67	62	90				98	92	70		91			87	80				82	82	59	75				65	96			93		92	95		100			95	1				3	2	1	2	31	Male		1. English, Welsh, Scottish, Northern Irish or British						ls1	12000	Self-employed		Yes	81	5. Finding it very difficult	2. Mostly dissatisfied	6	Very good	Not at all	Several days	Several days	Several days	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Always true	25	40	If they explain where money is generated from, the fist basic living wage made it sound like they'd just print off more money but that would destroy the economy through inflation, yet increasing taxes encourages people to work less	53	I sometimes vote at General Elections	Conservative Party		Conservative Party		4. Agree	4. Agree	2. Disagree	4. Agree	3. Neither agree nor disagree	5. Strongly agree	62d8108aeef1b5fbc7cdcc8e	false
25/01/2024 18:57	25/01/2024 19:24	100	1584	true	25/01/2024 19:24	R_2PmKx1BRrKRIXlV					anonymous	EN	I have read the information above and would like to take part in the survey	58fdd812d10e2b0001085674	9	25				18	50			71		61	40				70	60	61				79	70	50			30		51	81		70			85	40		20			30	80	90				90	90	100				100	60			51		60	40	40	56	Female		5. Any other White background, please type in below	Australian					Ss9	60000	In part-time paid work (less than 30 hours a week)		No	0	"1.	Living comfortably"	6. Mostly satisfied	7	Very good	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Often true	80	85		75	I've not been eligible in the past to vote at a General Election	I was not eligible to vote at the last General Election (for example due to age, residency etc.)		I will not be eligible to vote at the next General Election (for example due to residency etc.)		4. Agree	4. Agree	4. Agree	2. Disagree	4. Agree	4. Agree	58fdd812d10e2b0001085674	false
25/01/2024 19:07	25/01/2024 19:24	100	1030	true	25/01/2024 19:24	R_59Y58BA3HNKvKbn					anonymous	EN	I have read the information above and would like to take part in the survey	6501b7fd7c5faeb580b81204	90	90				92	99		100			100	97			95		96	100			96		95	96	94				95	93		93			93	90		92			92	91			91		92	91		92			91	92				91	92	94	80	58	Male		1. English, Welsh, Scottish, Northern Irish or British						g82	50000	Self-employed		Yes	8	"1.	Living comfortably"	7. Completely satisfied	7	Very good	Not at all	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Several days	Not at all	Not at all	Several days	Several days	Several days	Not at all	Always true	71	87	If I lost my job or experienced  flood or transport issues.	15	I always vote at General Elections	Scottish National Party		Scottish National Party		1. Strongly disagree	5. Strongly agree	1. Strongly disagree	2. Disagree	4. Agree	1. Strongly disagree	6501b7fd7c5faeb580b81204	false
25/01/2024 18:53	25/01/2024 19:24	100	1831	true	25/01/2024 19:24	R_3GVUzRTzDkLz0Nb					anonymous	EN	I have read the information above and would like to take part in the survey	63d7a79e2606216262545e75	100			87		100	86	39				72	90				92	100	100			78		84	100			66		90	100				92	100	72				33	85	90				80	94	45		72			84	71				53	75	65	36	24	Male		1. English, Welsh, Scottish, Northern Irish or British						DA11	25000	In irregular or occasional work		No	20	"2.	Doing alright"	3. Somewhat dissatisfied	3	Very good	More than half the days	Nearly every day	More than half the days	Several days	Nearly every day	Nearly every day	Several days	Not at all	Nearly every day	More than half the days	Nearly every day	More than half the days	Several days	Several days	Nearly every day	Always true	10	2	No such circumstances come to mind at this time.	0	I always vote at General Elections	Labour Party		Labour Party		1. Strongly disagree	4. Agree	1. Strongly disagree	4. Agree	5. Strongly agree	2. Disagree	63d7a79e2606216262545e75	false
25/01/2024 19:08	25/01/2024 19:24	100	986	true	25/01/2024 19:24	R_8qMc41Ka3OKym7D					anonymous	EN	I have read the information above and would like to take part in the survey	63d7a00dda5ba43062e6579a	95				81	95	100			96		100	80	60				80	61			54		59	40			60		59	50			81		60	82				87	86	100			71		100	71	58				70	90	94				93	83	52	60	Female		1. English, Welsh, Scottish, Northern Irish or British						ne46	30000	In full-time paid work (30 or more hours a week)		Yes	25	"2.	Doing alright"	6. Mostly satisfied	7	Fair	Several days	Several days	More than half the days	Nearly every day	More than half the days	Several days	Several days	Not at all	Several days	Not at all	Several days	Several days	Not at all	Not at all	Several days	Often true	60	75	I support them strongly already, so its hard to imagine any change that would increase this	20	I always vote at General Elections	Labour Party		Labour Party		3. Neither agree nor disagree	4. Agree	1. Strongly disagree	2. Disagree	3. Neither agree nor disagree	2. Disagree	63d7a00dda5ba43062e6579a	false
25/01/2024 19:07	25/01/2024 19:24	100	1022	true	25/01/2024 19:24	R_8yg87DA49drlv03					anonymous	EN	I have read the information above and would like to take part in the survey	648ae805d9e92af3789c074e	90		96			95	100	100				100	95			99		100	100			100		100	90			96		100	100		100			100	88				90	95	95				100	100	95				95	98	80	95				100	90	60	59	Female		1. English, Welsh, Scottish, Northern Irish or British						W5	10000	In irregular or occasional work		Yes	40	"3.	Just about getting by"	2. Mostly dissatisfied	4	Good	Several days	Several days	Not at all	Several days	Not at all	More than half the days	Not at all	Not at all	Not at all	Several days	Several days	Not at all	Not at all	Several days	Several days	Often true	40	35	climate issues getting worse	25	I always vote at General Elections	Labour Party		Don't know		2. Disagree	3. Neither agree nor disagree	1. Strongly disagree	3. Neither agree nor disagree	3. Neither agree nor disagree	2. Disagree	648ae805d9e92af3789c074e	false
25/01/2024 19:09	25/01/2024 19:24	100	910	true	25/01/2024 19:24	R_8EWo7UZZlUXVMmo					anonymous	EN	I have read the information above and would like to take part in the survey	65747879637e7528b83d4722	62				51	32	43				41	34	60		28			75	73		82			80	61			67		58	25			35		39	41			75		74	30		35			35	24			37		28	42			57		59	84	60	53	Male		1. English, Welsh, Scottish, Northern Irish or British						S80	24500	In full-time paid work (30 or more hours a week)		No	84	"3.	Just about getting by"	2. Mostly dissatisfied	7	Fair	Several days	More than half the days	Several days	Several days	Several days	More than half the days	Several days	Several days	More than half the days	More than half the days	More than half the days	Several days	Several days	More than half the days	More than half the days	Often true	33	7	If i win the lottery	80	I always vote at General Elections	Labour Party		Labour Party		4. Agree	4. Agree	4. Agree	4. Agree	2. Disagree	4. Agree	65747879637e7528b83d4722	false
25/01/2024 19:07	25/01/2024 19:24	100	1016	true	25/01/2024 19:24	R_5BgqPLbxkvDrbvU					anonymous	EN	I have read the information above and would like to take part in the survey	607165c4d9ee4d7b0388c438	15		3			11	92			92		91	45				49	50	61	59				54	51			41		48	30	33				39	71			49		58	33				32	29	100		100			100	67				71	73	61	56	52	Female		1. English, Welsh, Scottish, Northern Irish or British						S2	35000	In full-time paid work (30 or more hours a week)		Yes	18	"2.	Doing alright"	5. Somewhat satisfied	5	Good	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Several days	Several days	Several days	Several days	Not at all	Not at all	Several days	Often true	75	73	no	47	I always vote at General Elections	Conservative Party		Green Party		3. Neither agree nor disagree	4. Agree	3. Neither agree nor disagree	3. Neither agree nor disagree	4. Agree	3. Neither agree nor disagree	607165c4d9ee4d7b0388c438	false
25/01/2024 19:09	25/01/2024 19:24	100	925	true	25/01/2024 19:24	R_8pGyQ00y0FXxzGg					anonymous	EN	I have read the information above and would like to take part in the survey	643ff216b732bb345c8403e2	61				41	60	82	61				71	61			29		62	50			9		30	51			51		62	92		51			91	61				51	62	61		50			61	100	81				99	51	31				52	61	50	42	Female		1. English, Welsh, Scottish, Northern Irish or British						CT5	50000	Unable to work through sickness/disability		No	69	5. Finding it very difficult	3. Somewhat dissatisfied	6	Bad	Several days	Several days	Several days	Several days	Several days	Several days	Several days	Not at all	Several days	Several days	Several days	Several days	Not at all	Several days	Several days	Often true	13	27	better health and income 	29	I always vote at General Elections	Labour Party		Labour Party		1. Strongly disagree	5. Strongly agree	1. Strongly disagree	2. Disagree	4. Agree	2. Disagree	643ff216b732bb345c8403e2	false
25/01/2024 19:03	25/01/2024 19:24	100	1304	true	25/01/2024 19:24	R_2rgGpFsrfm0Br33					anonymous	EN	I have read the information above and would like to take part in the survey	65a8e00416fa6566fcd58051	5				40	20	78		78			78	86		80			86	100			100		100	10		10			9	50			30		50	60		60			60	80				81	86	92				40	90	20				42	36	60	20	50	Female		1. English, Welsh, Scottish, Northern Irish or British						KT19	150000	In full-time paid work (30 or more hours a week)		Yes	0	"2.	Doing alright"	6. Mostly satisfied	8	Good	Not at all	Several days	Not at all	Not at all	Several days	Several days	Not at all	Not at all	Several days	Not at all	Several days	Not at all	Not at all	Several days	Not at all	Often true	87	75	Loss of job	50	I always vote at General Elections	Conservative Party		Don't know		4. Agree	4. Agree	2. Disagree	4. Agree	3. Neither agree nor disagree	4. Agree	65a8e00416fa6566fcd58051	false
25/01/2024 18:50	25/01/2024 19:24	100	2038	true	25/01/2024 19:24	R_2mmblVlG0bb6g1l					anonymous	EN	I have read the information above and would like to take part in the survey	5e2f2afece5e9a4ef7de8452	61			100		100	93				100	100	29				50	50	72	81				81	100	100				100	71				81	82	71			95		100	19				72	82	61			51		50	50		92			92	80	61	42	Female		1. White and Black Caribbean						SO50	36000	A homemaker		No	11	"3.	Just about getting by"	2. Mostly dissatisfied	5	Good	Not at all	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Often true	80	82	If the nhs improves I would trust the goverment more to look after water n railways and social care 	52	I always vote at General Elections	Conservative Party		Labour Party		3. Neither agree nor disagree	4. Agree	2. Disagree	4. Agree	3. Neither agree nor disagree	2. Disagree	5e2f2afece5e9a4ef7de8452	false
25/01/2024 18:53	25/01/2024 19:25	100	1888	true	25/01/2024 19:25	R_6TYGt7fsUQu5tIJ					anonymous	EN	I have read the information above and would like to take part in the survey	60fddf52c956910ae872d716	77		70			82	97		98			98	87			95		92	100	100				100	100			100		100	100				100	100	95		98			98	95			96		96	92				96	96	95			99		99	99	26	21	Female		1. English, Welsh, Scottish, Northern Irish or British						SO	60000	In full-time education		No	51	"3.	Just about getting by"	5. Somewhat satisfied	5	Good	Several days	Several days	Several days	Several days	Several days	More than half the days	Several days	Several days	More than half the days	More than half the days	More than half the days	More than half the days	More than half the days	More than half the days	More than half the days	Often true	60	60	I don't think my circumstances changing would affect my support of the policies, however if I was to struggle more financially the policies would be more strongly on my mind	8	I always vote at General Elections	Labour Party		Labour Party		2. Disagree	4. Agree	1. Strongly disagree	4. Agree	2. Disagree	2. Disagree	60fddf52c956910ae872d716	false
25/01/2024 19:08	25/01/2024 19:25	100	1006	true	25/01/2024 19:25	R_6AT4s6QFSS0y6cE					anonymous	EN	I have read the information above and would like to take part in the survey	5f21fe68039e0e45fabc19af	60			70		70	71	80				85	90				92	100	94		100			100	83			85		93	88		92			94	50		52			52	79	55				52	57				57	56	51	54				51	71	65	37	Male		1. English, Welsh, Scottish, Northern Irish or British						ba20	45000	In full-time paid work (30 or more hours a week)		No	17	"2.	Doing alright"	4. Neither satisfied nor dissatisfied	5	Good	Not at all	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Rarely true	75	80	Can't think of anything right now	50	I never vote at General Elections	I chose not to vote at the last General Election		Don't know		4. Agree	3. Neither agree nor disagree	4. Agree	4. Agree	3. Neither agree nor disagree	5. Strongly agree	5f21fe68039e0e45fabc19af	false
25/01/2024 19:07	25/01/2024 19:25	100	1062	true	25/01/2024 19:25	R_7t4kwivql2Y8MJy					anonymous	EN	I have read the information above and would like to take part in the survey	5eecdbd10ecdd4090f68f114	70			81		80	65				85	75	85		90			91	85	90				87	47				59	60	65				66	72	67		75			77	96	92				98	50		19			40	63		67			71	80	34	50	Male		1. English, Welsh, Scottish, Northern Irish or British						TQ9	50000	In full-time paid work (30 or more hours a week)		Yes	2	"1.	Living comfortably"	6. Mostly satisfied	7	Very good	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Often true	90	86	Losing my job	70	I always vote at General Elections	Conservative Party		Liberal Democrats		2. Disagree	3. Neither agree nor disagree	2. Disagree	3. Neither agree nor disagree	4. Agree	3. Neither agree nor disagree	5eecdbd10ecdd4090f68f114	false
25/01/2024 19:01	25/01/2024 19:25	100	1402	true	25/01/2024 19:25	R_62amKWLYMZkyodp					anonymous	EN	I have read the information above and would like to take part in the survey	601abfe280b3ce35dcdb860d	71			91		92	53				71	60	85	92				88	100				77	90	79				50	73	56				82	70	100				50	92	92				76	90	64		22			51	77		91			91	71	19	51	Female		1. English, Welsh, Scottish, Northern Irish or British						ox1	45000	In full-time paid work (30 or more hours a week)		Yes	34	"4.	Finding it quite difficult"	3. Somewhat dissatisfied	7	Fair	Several days	Not at all	Nearly every day	Several days	Several days	Several days	Not at all	Not at all	Several days	More than half the days	More than half the days	Several days	Not at all	Not at all	Several days	Often true	61	59		36	I always vote at General Elections	Liberal Democrats		Liberal Democrats		2. Disagree	4. Agree	1. Strongly disagree	4. Agree	3. Neither agree nor disagree	3. Neither agree nor disagree	601abfe280b3ce35dcdb860d	false
25/01/2024 18:57	25/01/2024 19:25	100	1673	true	25/01/2024 19:25	R_2jdOkD81cJQy5IN					anonymous	EN	I have read the information above and would like to take part in the survey	5ee10c33a3011311034f2cb1	67	41				29	70		54			50	72				41	31	81	67				85	88				91	73	57	56				33	31	59				50	80	75				73	70			48		35	30				45	36	50	60	37	Male		1. White and Black Caribbean						ng1	20000	In full-time paid work (30 or more hours a week)		No	91	5. Finding it very difficult	1. Completely dissatisfied	1	Fair	Several days	Several days	Several days	Several days	Several days	Several days	Several days	Not at all	Several days	Several days	Several days	Several days	Several days	Several days	Several days	Often true	21	10	If my life gets even worse and i see now way to improve it 	50	Don't know	Labour Party		Labour Party		5. Strongly agree	2. Disagree	4. Agree	5. Strongly agree	1. Strongly disagree	5. Strongly agree	5ee10c33a3011311034f2cb1	false
25/01/2024 18:52	25/01/2024 19:25	100	1945	true	25/01/2024 19:25	R_1lMS4V7ASyviBX3					anonymous	EN	I have read the information above and would like to take part in the survey	5e9c7eced0615e1ad4d01945	100				93	100	100		100			100	100	100				100	100			100		100	100			100		100	100		100			100	100				100	100	100			100		100	100		100			100	100		99			100	100	0	22	Male		"2.	African background, write in below"						SE16	60000	In full-time education		No	0	"3.	Just about getting by"	3. Somewhat dissatisfied	3	Very good	Not at all	Not at all	Not at all	Several days	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Always true	79	65	Another Tory win in the next election	15	I always vote at General Elections	Labour Party		Green Party		2. Disagree	5. Strongly agree	1. Strongly disagree	4. Agree	3. Neither agree nor disagree	2. Disagree	5e9c7eced0615e1ad4d01945	false
25/01/2024 19:00	25/01/2024 19:25	100	1509	true	25/01/2024 19:25	R_4rBo12SWGgifi2X					anonymous	EN	I have read the information above and would like to take part in the survey	651acedfce0187552bb8e551	90		70			100	95	100				90	80			80		70	100		50			60	100				100	100	50				100	60	70	100				80	70			90		80	70	80				70	30				70	75	85	80	50	Female		"2.	African background, write in below"						M24	25000	Self-employed		Yes	0	"3.	Just about getting by"	5. Somewhat satisfied	7	Good	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Not at all	Often true	80	95	Nothing	50	I always vote at General Elections	Labour Party		Labour Party		2. Disagree	4. Agree	4. Agree	1. Strongly disagree	5. Strongly agree	1. Strongly disagree	651acedfce0187552bb8e551	false
25/01/2024 19:01	25/01/2024 19:25	100	1447	true	25/01/2024 19:25	R_1aS6FYN3vqFffkR					anonymous	EN	I have read the information above and would like to take part in the survey	5f959198afcad03e98ee113f	81		42			80	60				63	73	91		91			95	100			100		100	100				100	100	89			93		100	57		61			68	75	100				93	48	38				46	78		100			93	100	24	47	Female		5. Any other White background, please type in below	Polish and British 					NP44	43000	A homemaker		Yes	82	"3.	Just about getting by"	3. Somewhat dissatisfied	6	Good	Several days	Several days	Several days	Nearly every day	More than half the days	More than half the days	Several days	Not at all	Nearly every day	Nearly every day	Nearly every day	More than half the days	Not at all	Several days	Nearly every day	Always true	26	50	I loved and would vote for all of the discussed above policies but i don’t think that can be achieved without huge impact on the general budget. Also, since the governing elite has the most say, they’d never agree for the tax policy aimed at their own fortunes. My household income appears healthy in a first glance but it’s based on one person’s salary and this can change at any time. So I’m not feeling financially stable or secure plus our mortgage and living expenses eat away everything each month, leaving us with no savings. I support the program wholeheartedly but i don’t think it’s a realistic one, sadly.	33	I always vote at General Elections	Labour Party		Labour Party		4. Agree	5. Strongly agree	2. Disagree	3. Neither agree nor disagree	4. Agree	1. Strongly disagree	5f959198afcad03e98ee113f	false
25/01/2024 18:54	25/01/2024 19:25	100	1845	true	25/01/2024 19:25	R_6ze0BxQfOXs9jgZ					anonymous	EN	I have read the information above and would like to take part in the survey	5c509355b65d46000189ada6	5				13	7	81	83				86	52				71	72	77	82				81	71			86		83	92			93		92	82				87	86	86				85	85	72		70			71	80		85			85	75	75	46	Female		1. English, Welsh, Scottish, Northern Irish or British						L31	24000	In part-time paid work (less than 30 hours a week)		Yes	33	"3.	Just about getting by"	3. Somewhat dissatisfied	5	Fair	Several days	Several days	More than half the days	More than half the days	Several days	Several days	Several days	Not at all	Several days	Several days	Several days	Not at all	Not at all	Several days	Several days	Often true	25	21		70	I sometimes vote at General Elections	Labour Party		Labour Party		2. Disagree	4. Agree	1. Strongly disagree	3. Neither agree nor disagree	4. Agree	4. Agree	5c509355b65d46000189ada6	false
